Sexo;Sección;Edad (grupos quinquenales);Total
Ambos Sexos;4610506001;30-34;118
Ambos Sexos;4610506001;35-39;140
Ambos Sexos;4610506001;40-44;155
Ambos Sexos;4610506001;45-49;143
Ambos Sexos;4610506001;50-54;134
Ambos Sexos;4610506001;55-59;142
Ambos Sexos;4610506001;60-64;123
Ambos Sexos;4610506001;65-69;134
Ambos Sexos;4610506001;70-74;112
Ambos Sexos;4610506001;75-79;115
Ambos Sexos;4610506001;80-84;82
Ambos Sexos;4610506001;85-89;50
Ambos Sexos;4610506001;90-94;20
Ambos Sexos;4610506001;95-99;8
Ambos Sexos;4610506001;100 y más;0
Ambos Sexos;4610506002;Total;2.128
Ambos Sexos;4610506002;0-4;48
Ambos Sexos;4610506002;5-9;61
Ambos Sexos;4610506002;10-14;77
Ambos Sexos;4610506002;15-19;74
Ambos Sexos;4610506002;20-24;80
Ambos Sexos;4610506002;25-29;92
Ambos Sexos;4610506002;30-34;112
Ambos Sexos;4610506002;35-39;128
Ambos Sexos;4610506002;40-44;156
Ambos Sexos;4610506002;45-49;175
Ambos Sexos;4610506002;50-54;207
Ambos Sexos;4610506002;55-59;202
Ambos Sexos;4610506002;60-64;175
Ambos Sexos;4610506002;65-69;181
Ambos Sexos;4610506002;70-74;134
Ambos Sexos;4610506002;75-79;94
Ambos Sexos;4610506002;80-84;62
Ambos Sexos;4610506002;85-89;41
Ambos Sexos;4610506002;90-94;18
Ambos Sexos;4610506002;95-99;10
Ambos Sexos;4610506002;100 y más;1
Ambos Sexos;4610601001;Total;970
Ambos Sexos;4610601001;0-4;32
Ambos Sexos;4610601001;5-9;40
Ambos Sexos;4610601001;10-14;45
Ambos Sexos;4610601001;15-19;33
Ambos Sexos;4610601001;20-24;36
Ambos Sexos;4610601001;25-29;51
Ambos Sexos;4610601001;30-34;45
Ambos Sexos;4610601001;35-39;56
Ambos Sexos;4610601001;40-44;82
Ambos Sexos;4610601001;45-49;68
Ambos Sexos;4610601001;50-54;75
Ambos Sexos;4610601001;55-59;83
Ambos Sexos;4610601001;60-64;68
Ambos Sexos;4610601001;65-69;62
Ambos Sexos;4610601001;70-74;68
Ambos Sexos;4610601001;75-79;56
Ambos Sexos;4610601001;80-84;36
Ambos Sexos;4610601001;85-89;20
Ambos Sexos;4610601001;90-94;11
Ambos Sexos;4610601001;95-99;3
Ambos Sexos;4610601001;100 y más;0
Ambos Sexos;4610601003;Total;627
Ambos Sexos;4610601003;0-4;17
Ambos Sexos;4610601003;5-9;19
Ambos Sexos;4610601003;10-14;24
Ambos Sexos;4610601003;15-19;11
Ambos Sexos;4610601003;20-24;19
Ambos Sexos;4610601003;25-29;34
Ambos Sexos;4610601003;30-34;23
Ambos Sexos;4610601003;35-39;25
Ambos Sexos;4610601003;40-44;31
Ambos Sexos;4610601003;45-49;47
Ambos Sexos;4610601003;50-54;46
Ambos Sexos;4610601003;55-59;55
Ambos Sexos;4610601003;60-64;43
Ambos Sexos;4610601003;65-69;49
Ambos Sexos;4610601003;70-74;46
Ambos Sexos;4610601003;75-79;48
Ambos Sexos;4610601003;80-84;45
Ambos Sexos;4610601003;85-89;34
Ambos Sexos;4610601003;90-94;9
Ambos Sexos;4610601003;95-99;1
Ambos Sexos;4610601003;100 y más;1
Ambos Sexos;4610701001;Total;1.016
Ambos Sexos;4610701001;0-4;30
Ambos Sexos;4610701001;5-9;28
Ambos Sexos;4610701001;10-14;33
Ambos Sexos;4610701001;15-19;49
Ambos Sexos;4610701001;20-24;50
Ambos Sexos;4610701001;25-29;40
Ambos Sexos;4610701001;30-34;48
Ambos Sexos;4610701001;35-39;63
Ambos Sexos;4610701001;40-44;81
Ambos Sexos;4610701001;45-49;59
Ambos Sexos;4610701001;50-54;96
Ambos Sexos;4610701001;55-59;81
Ambos Sexos;4610701001;60-64;86
Ambos Sexos;4610701001;65-69;77
Ambos Sexos;4610701001;70-74;39
Ambos Sexos;4610701001;75-79;62
Ambos Sexos;4610701001;80-84;42
Ambos Sexos;4610701001;85-89;36
Ambos Sexos;4610701001;90-94;15
Ambos Sexos;4610701001;95-99;1
Ambos Sexos;4610701001;100 y más;0
Ambos Sexos;4610701002;Total;1.418
Ambos Sexos;4610701002;0-4;48
Ambos Sexos;4610701002;5-9;67
Ambos Sexos;4610701002;10-14;80
Ambos Sexos;4610701002;15-19;69
Ambos Sexos;4610701002;20-24;64
Ambos Sexos;4610701002;25-29;71
Ambos Sexos;4610701002;30-34;72
Ambos Sexos;4610701002;35-39;92
Ambos Sexos;4610701002;40-44;118
Ambos Sexos;4610701002;45-49;124
Ambos Sexos;4610701002;50-54;124
Ambos Sexos;4610701002;55-59;97
Ambos Sexos;4610701002;60-64;92
Ambos Sexos;4610701002;65-69;80
Ambos Sexos;4610701002;70-74;74
Ambos Sexos;4610701002;75-79;59
Ambos Sexos;4610701002;80-84;39
Ambos Sexos;4610701002;85-89;24
Ambos Sexos;4610701002;90-94;17
Ambos Sexos;4610701002;95-99;7
Ambos Sexos;4610701002;100 y más;0
Ambos Sexos;4610801001;Total;492
Ambos Sexos;4610801001;0-4;12
Ambos Sexos;4610801001;5-9;12
Ambos Sexos;4610801001;10-14;10
Ambos Sexos;4610801001;15-19;13
Ambos Sexos;4610801001;20-24;21
Ambos Sexos;4610801001;25-29;27
Ambos Sexos;4610801001;30-34;29
Ambos Sexos;4610801001;35-39;21
Ambos Sexos;4610801001;40-44;27
Ambos Sexos;4610801001;45-49;36
Ambos Sexos;4610801001;50-54;30
Ambos Sexos;4610801001;55-59;39
Ambos Sexos;4610801001;60-64;50
Ambos Sexos;4610801001;65-69;36
Ambos Sexos;4610801001;70-74;28
Ambos Sexos;4610801001;75-79;26
Ambos Sexos;4610801001;80-84;35
Ambos Sexos;4610801001;85-89;23
Ambos Sexos;4610801001;90-94;13
Ambos Sexos;4610801001;95-99;4
Ambos Sexos;4610801001;100 y más;0
Ambos Sexos;4610901001;Total;1.435
Ambos Sexos;4610901001;0-4;34
Ambos Sexos;4610901001;5-9;54
Ambos Sexos;4610901001;10-14;91
Ambos Sexos;4610901001;15-19;90
Ambos Sexos;4610901001;20-24;89
Ambos Sexos;4610901001;25-29;83
Ambos Sexos;4610901001;30-34;61
Ambos Sexos;4610901001;35-39;84
Ambos Sexos;4610901001;40-44;94
Ambos Sexos;4610901001;45-49;114
Ambos Sexos;4610901001;50-54;141
Ambos Sexos;4610901001;55-59;90
Ambos Sexos;4610901001;60-64;106
Ambos Sexos;4610901001;65-69;75
Ambos Sexos;4610901001;70-74;65
Ambos Sexos;4610901001;75-79;70
Ambos Sexos;4610901001;80-84;52
Ambos Sexos;4610901001;85-89;32
Ambos Sexos;4610901001;90-94;9
Ambos Sexos;4610901001;95-99;1
Ambos Sexos;4610901001;100 y más;0
Ambos Sexos;4610901002;Total;1.140
Ambos Sexos;4610901002;0-4;42
Ambos Sexos;4610901002;5-9;72
Ambos Sexos;4610901002;10-14;53
Ambos Sexos;4610901002;15-19;59
Ambos Sexos;4610901002;20-24;61
Ambos Sexos;4610901002;25-29;85
Ambos Sexos;4610901002;30-34;73
Ambos Sexos;4610901002;35-39;70
Ambos Sexos;4610901002;40-44;118
Ambos Sexos;4610901002;45-49;85
Ambos Sexos;4610901002;50-54;91
Ambos Sexos;4610901002;55-59;89
Ambos Sexos;4610901002;60-64;62
Ambos Sexos;4610901002;65-69;40
Ambos Sexos;4610901002;70-74;46
Ambos Sexos;4610901002;75-79;39
Ambos Sexos;4610901002;80-84;27
Ambos Sexos;4610901002;85-89;22
Ambos Sexos;4610901002;90-94;4
Ambos Sexos;4610901002;95-99;2
Ambos Sexos;4610901002;100 y más;0
Ambos Sexos;4610901003;Total;1.489
Ambos Sexos;4610901003;0-4;53
Ambos Sexos;4610901003;5-9;80
Ambos Sexos;4610901003;10-14;80
Ambos Sexos;4610901003;15-19;89
Ambos Sexos;4610901003;20-24;77
Ambos Sexos;4610901003;25-29;83
Ambos Sexos;4610901003;30-34;103
Ambos Sexos;4610901003;35-39;112
Ambos Sexos;4610901003;40-44;131
Ambos Sexos;4610901003;45-49;143
Ambos Sexos;4610901003;50-54;104
Ambos Sexos;4610901003;55-59;107
Ambos Sexos;4610901003;60-64;74
Ambos Sexos;4610901003;65-69;72
Ambos Sexos;4610901003;70-74;60
Ambos Sexos;4610901003;75-79;43
Ambos Sexos;4610901003;80-84;39
Ambos Sexos;4610901003;85-89;25
Ambos Sexos;4610901003;90-94;12
Ambos Sexos;4610901003;95-99;2
Ambos Sexos;4610901003;100 y más;0
Ambos Sexos;4610902001;Total;1.883
Ambos Sexos;4610902001;0-4;66
Ambos Sexos;4610902001;5-9;104
Ambos Sexos;4610902001;10-14;111
Ambos Sexos;4610902001;15-19;100
Ambos Sexos;4610902001;20-24;81
Ambos Sexos;4610902001;25-29;100
Ambos Sexos;4610902001;30-34;106
Ambos Sexos;4610902001;35-39;118
Ambos Sexos;4610902001;40-44;182
Ambos Sexos;4610902001;45-49;187
Ambos Sexos;4610902001;50-54;146
Ambos Sexos;4610902001;55-59;129
Ambos Sexos;4610902001;60-64;113
Ambos Sexos;4610902001;65-69;110
Ambos Sexos;4610902001;70-74;78
Ambos Sexos;4610902001;75-79;51
Ambos Sexos;4610902001;80-84;42
Ambos Sexos;4610902001;85-89;42
Ambos Sexos;4610902001;90-94;12
Ambos Sexos;4610902001;95-99;4
Ambos Sexos;4610902001;100 y más;1
Ambos Sexos;4610902002;Total;1.736
Ambos Sexos;4610902002;0-4;62
Ambos Sexos;4610902002;5-9;88
Ambos Sexos;4610902002;10-14;93
Ambos Sexos;4610902002;15-19;82
Ambos Sexos;4610902002;20-24;84
Ambos Sexos;4610902002;25-29;71
Ambos Sexos;4610902002;30-34;103
Ambos Sexos;4610902002;35-39;112
Ambos Sexos;4610902002;40-44;149
Ambos Sexos;4610902002;45-49;148
Ambos Sexos;4610902002;50-54;146
Ambos Sexos;4610902002;55-59;114
Ambos Sexos;4610902002;60-64;104
Ambos Sexos;4610902002;65-69;105
Ambos Sexos;4610902002;70-74;93
Ambos Sexos;4610902002;75-79;76
Ambos Sexos;4610902002;80-84;51
Ambos Sexos;4610902002;85-89;36
Ambos Sexos;4610902002;90-94;15
Ambos Sexos;4610902002;95-99;4
Ambos Sexos;4610902002;100 y más;0
Ambos Sexos;4610903001;Total;1.288
Ambos Sexos;4610903001;0-4;51
Ambos Sexos;4610903001;5-9;61
Ambos Sexos;4610903001;10-14;53
Ambos Sexos;4610903001;15-19;72
Ambos Sexos;4610903001;20-24;65
Ambos Sexos;4610903001;25-29;78
Ambos Sexos;4610903001;30-34;70
Ambos Sexos;4610903001;35-39;79
Ambos Sexos;4610903001;40-44;75
Ambos Sexos;4610903001;45-49;98
Ambos Sexos;4610903001;50-54;106
Ambos Sexos;4610903001;55-59;96
Ambos Sexos;4610903001;60-64;94
Ambos Sexos;4610903001;65-69;69
Ambos Sexos;4610903001;70-74;68
Ambos Sexos;4610903001;75-79;55
Ambos Sexos;4610903001;80-84;49
Ambos Sexos;4610903001;85-89;32
Ambos Sexos;4610903001;90-94;15
Ambos Sexos;4610903001;95-99;1
Ambos Sexos;4610903001;100 y más;1
Ambos Sexos;4611001001;Total;1.019
Ambos Sexos;4611001001;0-4;45
Ambos Sexos;4611001001;5-9;63
Ambos Sexos;4611001001;10-14;49
Ambos Sexos;4611001001;15-19;45
Ambos Sexos;4611001001;20-24;58
Ambos Sexos;4611001001;25-29;80
Ambos Sexos;4611001001;30-34;61
Ambos Sexos;4611001001;35-39;83
Ambos Sexos;4611001001;40-44;94
Ambos Sexos;4611001001;45-49;87
Ambos Sexos;4611001001;50-54;68
Ambos Sexos;4611001001;55-59;57
Ambos Sexos;4611001001;60-64;62
Ambos Sexos;4611001001;65-69;42
Ambos Sexos;4611001001;70-74;30
Ambos Sexos;4611001001;75-79;40
Ambos Sexos;4611001001;80-84;22
Ambos Sexos;4611001001;85-89;27
Ambos Sexos;4611001001;90-94;4
Ambos Sexos;4611001001;95-99;1
Ambos Sexos;4611001001;100 y más;1
Ambos Sexos;4611001003;Total;1.044
Ambos Sexos;4611001003;0-4;41
Ambos Sexos;4611001003;5-9;53
Ambos Sexos;4611001003;10-14;57
Ambos Sexos;4611001003;15-19;54
Ambos Sexos;4611001003;20-24;57
Ambos Sexos;4611001003;25-29;70
Ambos Sexos;4611001003;30-34;68
Ambos Sexos;4611001003;35-39;89
Ambos Sexos;4611001003;40-44;93
Ambos Sexos;4611001003;45-49;83
Ambos Sexos;4611001003;50-54;68
Ambos Sexos;4611001003;55-59;73
Ambos Sexos;4611001003;60-64;46
Ambos Sexos;4611001003;65-69;55
Ambos Sexos;4611001003;70-74;45
Ambos Sexos;4611001003;75-79;33
Ambos Sexos;4611001003;80-84;21
Ambos Sexos;4611001003;85-89;22
Ambos Sexos;4611001003;90-94;13
Ambos Sexos;4611001003;95-99;2
Ambos Sexos;4611001003;100 y más;1
Ambos Sexos;4611001005;Total;2.101
Ambos Sexos;4611001005;0-4;81
Ambos Sexos;4611001005;5-9;94
Ambos Sexos;4611001005;10-14;124
Ambos Sexos;4611001005;15-19;96
Ambos Sexos;4611001005;20-24;101
Ambos Sexos;4611001005;25-29;172
Ambos Sexos;4611001005;30-34;119
Ambos Sexos;4611001005;35-39;153
Ambos Sexos;4611001005;40-44;179
Ambos Sexos;4611001005;45-49;155
Ambos Sexos;4611001005;50-54;149
Ambos Sexos;4611001005;55-59;123
Ambos Sexos;4611001005;60-64;112
Ambos Sexos;4611001005;65-69;100
Ambos Sexos;4611001005;70-74;89
Ambos Sexos;4611001005;75-79;88
Ambos Sexos;4611001005;80-84;91
Ambos Sexos;4611001005;85-89;59
Ambos Sexos;4611001005;90-94;10
Ambos Sexos;4611001005;95-99;5
Ambos Sexos;4611001005;100 y más;1
Ambos Sexos;4611001006;Total;1.235
Ambos Sexos;4611001006;0-4;53
Ambos Sexos;4611001006;5-9;48
Ambos Sexos;4611001006;10-14;43
Ambos Sexos;4611001006;15-19;58
Ambos Sexos;4611001006;20-24;85
Ambos Sexos;4611001006;25-29;69
Ambos Sexos;4611001006;30-34;92
Ambos Sexos;4611001006;35-39;86
Ambos Sexos;4611001006;40-44;89
Ambos Sexos;4611001006;45-49;82
Ambos Sexos;4611001006;50-54;89
Ambos Sexos;4611001006;55-59;94
Ambos Sexos;4611001006;60-64;93
Ambos Sexos;4611001006;65-69;62
Ambos Sexos;4611001006;70-74;70
Ambos Sexos;4611001006;75-79;70
Ambos Sexos;4611001006;80-84;18
Ambos Sexos;4611001006;85-89;23
Ambos Sexos;4611001006;90-94;6
Ambos Sexos;4611001006;95-99;5
Ambos Sexos;4611001006;100 y más;0
Ambos Sexos;4611001007;Total;862
Ambos Sexos;4611001007;0-4;37
Ambos Sexos;4611001007;5-9;43
Ambos Sexos;4611001007;10-14;52
Ambos Sexos;4611001007;15-19;48
Ambos Sexos;4611001007;20-24;44
Ambos Sexos;4611001007;25-29;44
Ambos Sexos;4611001007;30-34;47
Ambos Sexos;4611001007;35-39;61
Ambos Sexos;4611001007;40-44;55
Ambos Sexos;4611001007;45-49;70
Ambos Sexos;4611001007;50-54;54
Ambos Sexos;4611001007;55-59;60
Ambos Sexos;4611001007;60-64;71
Ambos Sexos;4611001007;65-69;48
Ambos Sexos;4611001007;70-74;36
Ambos Sexos;4611001007;75-79;39
Ambos Sexos;4611001007;80-84;16
Ambos Sexos;4611001007;85-89;24
Ambos Sexos;4611001007;90-94;12
Ambos Sexos;4611001007;95-99;1
Ambos Sexos;4611001007;100 y más;0
Ambos Sexos;4611001008;Total;1.577
Ambos Sexos;4611001008;0-4;43
Ambos Sexos;4611001008;5-9;51
Ambos Sexos;4611001008;10-14;80
Ambos Sexos;4611001008;15-19;94
Ambos Sexos;4611001008;20-24;111
Ambos Sexos;4611001008;25-29;87
Ambos Sexos;4611001008;30-34;86
Ambos Sexos;4611001008;35-39;82
Ambos Sexos;4611001008;40-44;113
Ambos Sexos;4611001008;45-49;140
Ambos Sexos;4611001008;50-54;153
Ambos Sexos;4611001008;55-59;165
Ambos Sexos;4611001008;60-64;102
Ambos Sexos;4611001008;65-69;72
Ambos Sexos;4611001008;70-74;78
Ambos Sexos;4611001008;75-79;59
Ambos Sexos;4611001008;80-84;30
Ambos Sexos;4611001008;85-89;15
Ambos Sexos;4611001008;90-94;11
Ambos Sexos;4611001008;95-99;4
Ambos Sexos;4611001008;100 y más;1
Ambos Sexos;4611001009;Total;1.394
Ambos Sexos;4611001009;0-4;48
Ambos Sexos;4611001009;5-9;59
Ambos Sexos;4611001009;10-14;81
Ambos Sexos;4611001009;15-19;77
Ambos Sexos;4611001009;20-24;60
Ambos Sexos;4611001009;25-29;68
Ambos Sexos;4611001009;30-34;51
Ambos Sexos;4611001009;35-39;95
Ambos Sexos;4611001009;40-44;128
Ambos Sexos;4611001009;45-49;127
Ambos Sexos;4611001009;50-54;106
Ambos Sexos;4611001009;55-59;101
Ambos Sexos;4611001009;60-64;83
Ambos Sexos;4611001009;65-69;77
Ambos Sexos;4611001009;70-74;102
Ambos Sexos;4611001009;75-79;74
Ambos Sexos;4611001009;80-84;33
Ambos Sexos;4611001009;85-89;17
Ambos Sexos;4611001009;90-94;4
Ambos Sexos;4611001009;95-99;3
Ambos Sexos;4611001009;100 y más;0
Ambos Sexos;4611001010;Total;962
Ambos Sexos;4611001010;0-4;20
Ambos Sexos;4611001010;5-9;41
Ambos Sexos;4611001010;10-14;50
Ambos Sexos;4611001010;15-19;53
Ambos Sexos;4611001010;20-24;62
Ambos Sexos;4611001010;25-29;61
Ambos Sexos;4611001010;30-34;53
Ambos Sexos;4611001010;35-39;55
Ambos Sexos;4611001010;40-44;70
Ambos Sexos;4611001010;45-49;85
Ambos Sexos;4611001010;50-54;96
Ambos Sexos;4611001010;55-59;75
Ambos Sexos;4611001010;60-64;55
Ambos Sexos;4611001010;65-69;42
Ambos Sexos;4611001010;70-74;62
Ambos Sexos;4611001010;75-79;43
Ambos Sexos;4611001010;80-84;17
Ambos Sexos;4611001010;85-89;16
Ambos Sexos;4611001010;90-94;3
Ambos Sexos;4611001010;95-99;3
Ambos Sexos;4611001010;100 y más;0
Ambos Sexos;4611001011;Total;2.052
Ambos Sexos;4611001011;0-4;63
Ambos Sexos;4611001011;5-9;122
Ambos Sexos;4611001011;10-14;159
Ambos Sexos;4611001011;15-19;123
Ambos Sexos;4611001011;20-24;117
Ambos Sexos;4611001011;25-29;93
Ambos Sexos;4611001011;30-34;93
Ambos Sexos;4611001011;35-39;103
Ambos Sexos;4611001011;40-44;189
Ambos Sexos;4611001011;45-49;207
Ambos Sexos;4611001011;50-54;206
Ambos Sexos;4611001011;55-59;158
Ambos Sexos;4611001011;60-64;128
Ambos Sexos;4611001011;65-69;105
Ambos Sexos;4611001011;70-74;74
Ambos Sexos;4611001011;75-79;60
Ambos Sexos;4611001011;80-84;29
Ambos Sexos;4611001011;85-89;14
Ambos Sexos;4611001011;90-94;5
Ambos Sexos;4611001011;95-99;4
Ambos Sexos;4611001011;100 y más;0
Ambos Sexos;4611001012;Total;1.639
Ambos Sexos;4611001012;0-4;86
Ambos Sexos;4611001012;5-9;77
Ambos Sexos;4611001012;10-14;125
Ambos Sexos;4611001012;15-19;112
Ambos Sexos;4611001012;20-24;64
Ambos Sexos;4611001012;25-29;77
Ambos Sexos;4611001012;30-34;109
Ambos Sexos;4611001012;35-39;111
Ambos Sexos;4611001012;40-44;180
Ambos Sexos;4611001012;45-49;184
Ambos Sexos;4611001012;50-54;128
Ambos Sexos;4611001012;55-59;86
Ambos Sexos;4611001012;60-64;72
Ambos Sexos;4611001012;65-69;67
Ambos Sexos;4611001012;70-74;56
Ambos Sexos;4611001012;75-79;53
Ambos Sexos;4611001012;80-84;31
Ambos Sexos;4611001012;85-89;11
Ambos Sexos;4611001012;90-94;8
Ambos Sexos;4611001012;95-99;2
Ambos Sexos;4611001012;100 y más;0
Ambos Sexos;4611001013;Total;1.420
Ambos Sexos;4611001013;0-4;56
Ambos Sexos;4611001013;5-9;50
Ambos Sexos;4611001013;10-14;77
Ambos Sexos;4611001013;15-19;76
Ambos Sexos;4611001013;20-24;91
Ambos Sexos;4611001013;25-29;96
Ambos Sexos;4611001013;30-34;100
Ambos Sexos;4611001013;35-39;96
Ambos Sexos;4611001013;40-44;101
Ambos Sexos;4611001013;45-49;116
Ambos Sexos;4611001013;50-54;108
Ambos Sexos;4611001013;55-59;101
Ambos Sexos;4611001013;60-64;82
Ambos Sexos;4611001013;65-69;54
Ambos Sexos;4611001013;70-74;45
Ambos Sexos;4611001013;75-79;51
Ambos Sexos;4611001013;80-84;61
Ambos Sexos;4611001013;85-89;36
Ambos Sexos;4611001013;90-94;19
Ambos Sexos;4611001013;95-99;4
Ambos Sexos;4611001013;100 y más;0
Ambos Sexos;4611001015;Total;785
Ambos Sexos;4611001015;0-4;34
Ambos Sexos;4611001015;5-9;31
Ambos Sexos;4611001015;10-14;30
Ambos Sexos;4611001015;15-19;31
Ambos Sexos;4611001015;20-24;46
Ambos Sexos;4611001015;25-29;57
Ambos Sexos;4611001015;30-34;65
Ambos Sexos;4611001015;35-39;36
Ambos Sexos;4611001015;40-44;55
Ambos Sexos;4611001015;45-49;57
Ambos Sexos;4611001015;50-54;63
Ambos Sexos;4611001015;55-59;67
Ambos Sexos;4611001015;60-64;55
Ambos Sexos;4611001015;65-69;32
Ambos Sexos;4611001015;70-74;37
Ambos Sexos;4611001015;75-79;34
Ambos Sexos;4611001015;80-84;29
Ambos Sexos;4611001015;85-89;19
Ambos Sexos;4611001015;90-94;7
Ambos Sexos;4611001015;95-99;0
Ambos Sexos;4611001015;100 y más;0
Ambos Sexos;4611001016;Total;999
Ambos Sexos;4611001016;0-4;37
Ambos Sexos;4611001016;5-9;32
Ambos Sexos;4611001016;10-14;40
Ambos Sexos;4611001016;15-19;57
Ambos Sexos;4611001016;20-24;64
Ambos Sexos;4611001016;25-29;67
Ambos Sexos;4611001016;30-34;59
Ambos Sexos;4611001016;35-39;54
Ambos Sexos;4611001016;40-44;64
Ambos Sexos;4611001016;45-49;85
Ambos Sexos;4611001016;50-54;82
Ambos Sexos;4611001016;55-59;79
Ambos Sexos;4611001016;60-64;47
Ambos Sexos;4611001016;65-69;63
Ambos Sexos;4611001016;70-74;57
Ambos Sexos;4611001016;75-79;45
Ambos Sexos;4611001016;80-84;31
Ambos Sexos;4611001016;85-89;25
Ambos Sexos;4611001016;90-94;9
Ambos Sexos;4611001016;95-99;2
Ambos Sexos;4611001016;100 y más;0
Ambos Sexos;4611001017;Total;1.000
Ambos Sexos;4611001017;0-4;45
Ambos Sexos;4611001017;5-9;42
Ambos Sexos;4611001017;10-14;47
Ambos Sexos;4611001017;15-19;61
Ambos Sexos;4611001017;20-24;74
Ambos Sexos;4611001017;25-29;67
Ambos Sexos;4611001017;30-34;61
Ambos Sexos;4611001017;35-39;68
Ambos Sexos;4611001017;40-44;76
Ambos Sexos;4611001017;45-49;72
Ambos Sexos;4611001017;50-54;96
Ambos Sexos;4611001017;55-59;74
Ambos Sexos;4611001017;60-64;69
Ambos Sexos;4611001017;65-69;40
Ambos Sexos;4611001017;70-74;38
Ambos Sexos;4611001017;75-79;29
Ambos Sexos;4611001017;80-84;22
Ambos Sexos;4611001017;85-89;12
Ambos Sexos;4611001017;90-94;7
Ambos Sexos;4611001017;95-99;0
Ambos Sexos;4611001017;100 y más;0
Ambos Sexos;4611001018;Total;810
Ambos Sexos;4611001018;0-4;36
Ambos Sexos;4611001018;5-9;29
Ambos Sexos;4611001018;10-14;42
Ambos Sexos;4611001018;15-19;51
Ambos Sexos;4611001018;20-24;46
Ambos Sexos;4611001018;25-29;51
Ambos Sexos;4611001018;30-34;51
Ambos Sexos;4611001018;35-39;54
Ambos Sexos;4611001018;40-44;42
Ambos Sexos;4611001018;45-49;62
Ambos Sexos;4611001018;50-54;55
Ambos Sexos;4611001018;55-59;51
Ambos Sexos;4611001018;60-64;64
Ambos Sexos;4611001018;65-69;39
Ambos Sexos;4611001018;70-74;40
Ambos Sexos;4611001018;75-79;41
Ambos Sexos;4611001018;80-84;30
Ambos Sexos;4611001018;85-89;14
Ambos Sexos;4611001018;90-94;9
Ambos Sexos;4611001018;95-99;2
Ambos Sexos;4611001018;100 y más;1
Ambos Sexos;4611001019;Total;1.758
Ambos Sexos;4611001019;0-4;60
Ambos Sexos;4611001019;5-9;77
Ambos Sexos;4611001019;10-14;83
Ambos Sexos;4611001019;15-19;129
Ambos Sexos;4611001019;20-24;101
Ambos Sexos;4611001019;25-29;106
Ambos Sexos;4611001019;30-34;99
Ambos Sexos;4611001019;35-39;113
Ambos Sexos;4611001019;40-44;111
Ambos Sexos;4611001019;45-49;171
Ambos Sexos;4611001019;50-54;145
Ambos Sexos;4611001019;55-59;98
Ambos Sexos;4611001019;60-64;124
Ambos Sexos;4611001019;65-69;94
Ambos Sexos;4611001019;70-74;92
Ambos Sexos;4611001019;75-79;64
Ambos Sexos;4611001019;80-84;41
Ambos Sexos;4611001019;85-89;33
Ambos Sexos;4611001019;90-94;13
Ambos Sexos;4611001019;95-99;3
Ambos Sexos;4611001019;100 y más;1
Ambos Sexos;4611001020;Total;1.842
Ambos Sexos;4611001020;0-4;54
Ambos Sexos;4611001020;5-9;61
Ambos Sexos;4611001020;10-14;77
Ambos Sexos;4611001020;15-19;71
Ambos Sexos;4611001020;20-24;83
Ambos Sexos;4611001020;25-29;95
Ambos Sexos;4611001020;30-34;115
Ambos Sexos;4611001020;35-39;136
Ambos Sexos;4611001020;40-44;131
Ambos Sexos;4611001020;45-49;115
Ambos Sexos;4611001020;50-54;92
Ambos Sexos;4611001020;55-59;121
Ambos Sexos;4611001020;60-64;208
Ambos Sexos;4611001020;65-69;178
Ambos Sexos;4611001020;70-74;99
Ambos Sexos;4611001020;75-79;78
Ambos Sexos;4611001020;80-84;52
Ambos Sexos;4611001020;85-89;52
Ambos Sexos;4611001020;90-94;20
Ambos Sexos;4611001020;95-99;1
Ambos Sexos;4611001020;100 y más;3
Ambos Sexos;4611001021;Total;2.047
Ambos Sexos;4611001021;0-4;87
Ambos Sexos;4611001021;5-9;129
Ambos Sexos;4611001021;10-14;150
Ambos Sexos;4611001021;15-19;105
Ambos Sexos;4611001021;20-24;101
Ambos Sexos;4611001021;25-29;105
Ambos Sexos;4611001021;30-34;91
Ambos Sexos;4611001021;35-39;129
Ambos Sexos;4611001021;40-44;221
Ambos Sexos;4611001021;45-49;222
Ambos Sexos;4611001021;50-54;162
Ambos Sexos;4611001021;55-59;146
Ambos Sexos;4611001021;60-64;114
Ambos Sexos;4611001021;65-69;74
Ambos Sexos;4611001021;70-74;73
Ambos Sexos;4611001021;75-79;79
Ambos Sexos;4611001021;80-84;31
Ambos Sexos;4611001021;85-89;19
Ambos Sexos;4611001021;90-94;9
Ambos Sexos;4611001021;95-99;0
Ambos Sexos;4611001021;100 y más;0
Ambos Sexos;4611001022;Total;2.377
Ambos Sexos;4611001022;0-4;50
Ambos Sexos;4611001022;5-9;87
Ambos Sexos;4611001022;10-14;121
Ambos Sexos;4611001022;15-19;169
Ambos Sexos;4611001022;20-24;136
Ambos Sexos;4611001022;25-29;159
Ambos Sexos;4611001022;30-34;160
Ambos Sexos;4611001022;35-39;105
Ambos Sexos;4611001022;40-44;134
Ambos Sexos;4611001022;45-49;206
Ambos Sexos;4611001022;50-54;207
Ambos Sexos;4611001022;55-59;272
Ambos Sexos;4611001022;60-64;202
Ambos Sexos;4611001022;65-69;131
Ambos Sexos;4611001022;70-74;90
Ambos Sexos;4611001022;75-79;69
Ambos Sexos;4611001022;80-84;34
Ambos Sexos;4611001022;85-89;27
Ambos Sexos;4611001022;90-94;15
Ambos Sexos;4611001022;95-99;3
