Sexo;Sección;Edad (grupos quinquenales);Total
Mujeres;4613102015;100 y más;0
Mujeres;4613102016;Total;551
Mujeres;4613102016;0-4;27
Mujeres;4613102016;5-9;41
Mujeres;4613102016;10-14;39
Mujeres;4613102016;15-19;26
Mujeres;4613102016;20-24;29
Mujeres;4613102016;25-29;21
Mujeres;4613102016;30-34;25
Mujeres;4613102016;35-39;42
Mujeres;4613102016;40-44;67
Mujeres;4613102016;45-49;79
Mujeres;4613102016;50-54;40
Mujeres;4613102016;55-59;36
Mujeres;4613102016;60-64;24
Mujeres;4613102016;65-69;20
Mujeres;4613102016;70-74;10
Mujeres;4613102016;75-79;12
Mujeres;4613102016;80-84;5
Mujeres;4613102016;85-89;6
Mujeres;4613102016;90-94;2
Mujeres;4613102016;95-99;0
Mujeres;4613102016;100 y más;0
Mujeres;4613103001;Total;551
Mujeres;4613103001;0-4;26
Mujeres;4613103001;5-9;15
Mujeres;4613103001;10-14;24
Mujeres;4613103001;15-19;26
Mujeres;4613103001;20-24;23
Mujeres;4613103001;25-29;36
Mujeres;4613103001;30-34;30
Mujeres;4613103001;35-39;30
Mujeres;4613103001;40-44;28
Mujeres;4613103001;45-49;34
Mujeres;4613103001;50-54;33
Mujeres;4613103001;55-59;48
Mujeres;4613103001;60-64;35
Mujeres;4613103001;65-69;28
Mujeres;4613103001;70-74;36
Mujeres;4613103001;75-79;34
Mujeres;4613103001;80-84;28
Mujeres;4613103001;85-89;18
Mujeres;4613103001;90-94;14
Mujeres;4613103001;95-99;5
Mujeres;4613103001;100 y más;0
Mujeres;4613103002;Total;876
Mujeres;4613103002;0-4;38
Mujeres;4613103002;5-9;42
Mujeres;4613103002;10-14;61
Mujeres;4613103002;15-19;35
Mujeres;4613103002;20-24;37
Mujeres;4613103002;25-29;54
Mujeres;4613103002;30-34;52
Mujeres;4613103002;35-39;56
Mujeres;4613103002;40-44;67
Mujeres;4613103002;45-49;65
Mujeres;4613103002;50-54;72
Mujeres;4613103002;55-59;57
Mujeres;4613103002;60-64;43
Mujeres;4613103002;65-69;47
Mujeres;4613103002;70-74;40
Mujeres;4613103002;75-79;33
Mujeres;4613103002;80-84;35
Mujeres;4613103002;85-89;24
Mujeres;4613103002;90-94;16
Mujeres;4613103002;95-99;2
Mujeres;4613103002;100 y más;0
Mujeres;4613103003;Total;666
Mujeres;4613103003;0-4;25
Mujeres;4613103003;5-9;32
Mujeres;4613103003;10-14;22
Mujeres;4613103003;15-19;36
Mujeres;4613103003;20-24;31
Mujeres;4613103003;25-29;49
Mujeres;4613103003;30-34;37
Mujeres;4613103003;35-39;46
Mujeres;4613103003;40-44;53
Mujeres;4613103003;45-49;45
Mujeres;4613103003;50-54;53
Mujeres;4613103003;55-59;50
Mujeres;4613103003;60-64;46
Mujeres;4613103003;65-69;29
Mujeres;4613103003;70-74;30
Mujeres;4613103003;75-79;23
Mujeres;4613103003;80-84;27
Mujeres;4613103003;85-89;23
Mujeres;4613103003;90-94;6
Mujeres;4613103003;95-99;2
Mujeres;4613103003;100 y más;1
Mujeres;4613103004;Total;783
Mujeres;4613103004;0-4;41
Mujeres;4613103004;5-9;29
Mujeres;4613103004;10-14;55
Mujeres;4613103004;15-19;39
Mujeres;4613103004;20-24;53
Mujeres;4613103004;25-29;49
Mujeres;4613103004;30-34;48
Mujeres;4613103004;35-39;56
Mujeres;4613103004;40-44;55
Mujeres;4613103004;45-49;63
Mujeres;4613103004;50-54;51
Mujeres;4613103004;55-59;50
Mujeres;4613103004;60-64;49
Mujeres;4613103004;65-69;38
Mujeres;4613103004;70-74;32
Mujeres;4613103004;75-79;25
Mujeres;4613103004;80-84;29
Mujeres;4613103004;85-89;15
Mujeres;4613103004;90-94;6
Mujeres;4613103004;95-99;0
Mujeres;4613103004;100 y más;0
Mujeres;4613104001;Total;1.111
Mujeres;4613104001;0-4;32
Mujeres;4613104001;5-9;40
Mujeres;4613104001;10-14;66
Mujeres;4613104001;15-19;55
Mujeres;4613104001;20-24;66
Mujeres;4613104001;25-29;41
Mujeres;4613104001;30-34;61
Mujeres;4613104001;35-39;81
Mujeres;4613104001;40-44;84
Mujeres;4613104001;45-49;99
Mujeres;4613104001;50-54;104
Mujeres;4613104001;55-59;91
Mujeres;4613104001;60-64;66
Mujeres;4613104001;65-69;57
Mujeres;4613104001;70-74;49
Mujeres;4613104001;75-79;36
Mujeres;4613104001;80-84;44
Mujeres;4613104001;85-89;26
Mujeres;4613104001;90-94;11
Mujeres;4613104001;95-99;2
Mujeres;4613104001;100 y más;0
Mujeres;4613104002;Total;1.062
Mujeres;4613104002;0-4;48
Mujeres;4613104002;5-9;58
Mujeres;4613104002;10-14;45
Mujeres;4613104002;15-19;54
Mujeres;4613104002;20-24;59
Mujeres;4613104002;25-29;54
Mujeres;4613104002;30-34;70
Mujeres;4613104002;35-39;92
Mujeres;4613104002;40-44;107
Mujeres;4613104002;45-49;94
Mujeres;4613104002;50-54;79
Mujeres;4613104002;55-59;72
Mujeres;4613104002;60-64;55
Mujeres;4613104002;65-69;58
Mujeres;4613104002;70-74;47
Mujeres;4613104002;75-79;33
Mujeres;4613104002;80-84;22
Mujeres;4613104002;85-89;11
Mujeres;4613104002;90-94;2
Mujeres;4613104002;95-99;1
Mujeres;4613104002;100 y más;1
Mujeres;4613104003;Total;1.597
Mujeres;4613104003;0-4;43
Mujeres;4613104003;5-9;60
Mujeres;4613104003;10-14;68
Mujeres;4613104003;15-19;74
Mujeres;4613104003;20-24;91
Mujeres;4613104003;25-29;77
Mujeres;4613104003;30-34;101
Mujeres;4613104003;35-39;108
Mujeres;4613104003;40-44;104
Mujeres;4613104003;45-49;109
Mujeres;4613104003;50-54;128
Mujeres;4613104003;55-59;112
Mujeres;4613104003;60-64;116
Mujeres;4613104003;65-69;100
Mujeres;4613104003;70-74;121
Mujeres;4613104003;75-79;75
Mujeres;4613104003;80-84;53
Mujeres;4613104003;85-89;41
Mujeres;4613104003;90-94;14
Mujeres;4613104003;95-99;1
Mujeres;4613104003;100 y más;1
Mujeres;4613104004;Total;851
Mujeres;4613104004;0-4;34
Mujeres;4613104004;5-9;39
Mujeres;4613104004;10-14;50
Mujeres;4613104004;15-19;40
Mujeres;4613104004;20-24;37
Mujeres;4613104004;25-29;41
Mujeres;4613104004;30-34;44
Mujeres;4613104004;35-39;60
Mujeres;4613104004;40-44;65
Mujeres;4613104004;45-49;61
Mujeres;4613104004;50-54;64
Mujeres;4613104004;55-59;61
Mujeres;4613104004;60-64;56
Mujeres;4613104004;65-69;52
Mujeres;4613104004;70-74;43
Mujeres;4613104004;75-79;44
Mujeres;4613104004;80-84;28
Mujeres;4613104004;85-89;19
Mujeres;4613104004;90-94;10
Mujeres;4613104004;95-99;3
Mujeres;4613104004;100 y más;0
Mujeres;4613104005;Total;1.002
Mujeres;4613104005;0-4;31
Mujeres;4613104005;5-9;31
Mujeres;4613104005;10-14;48
Mujeres;4613104005;15-19;41
Mujeres;4613104005;20-24;54
Mujeres;4613104005;25-29;46
Mujeres;4613104005;30-34;62
Mujeres;4613104005;35-39;57
Mujeres;4613104005;40-44;72
Mujeres;4613104005;45-49;75
Mujeres;4613104005;50-54;87
Mujeres;4613104005;55-59;79
Mujeres;4613104005;60-64;67
Mujeres;4613104005;65-69;76
Mujeres;4613104005;70-74;60
Mujeres;4613104005;75-79;49
Mujeres;4613104005;80-84;40
Mujeres;4613104005;85-89;20
Mujeres;4613104005;90-94;6
Mujeres;4613104005;95-99;0
Mujeres;4613104005;100 y más;1
Mujeres;4613104006;Total;930
Mujeres;4613104006;0-4;28
Mujeres;4613104006;5-9;25
Mujeres;4613104006;10-14;47
Mujeres;4613104006;15-19;49
Mujeres;4613104006;20-24;70
Mujeres;4613104006;25-29;53
Mujeres;4613104006;30-34;33
Mujeres;4613104006;35-39;55
Mujeres;4613104006;40-44;74
Mujeres;4613104006;45-49;76
Mujeres;4613104006;50-54;79
Mujeres;4613104006;55-59;62
Mujeres;4613104006;60-64;59
Mujeres;4613104006;65-69;62
Mujeres;4613104006;70-74;45
Mujeres;4613104006;75-79;48
Mujeres;4613104006;80-84;36
Mujeres;4613104006;85-89;19
Mujeres;4613104006;90-94;8
Mujeres;4613104006;95-99;2
Mujeres;4613104006;100 y más;0
Mujeres;4613104007;Total;586
Mujeres;4613104007;0-4;19
Mujeres;4613104007;5-9;27
Mujeres;4613104007;10-14;34
Mujeres;4613104007;15-19;32
Mujeres;4613104007;20-24;36
Mujeres;4613104007;25-29;24
Mujeres;4613104007;30-34;17
Mujeres;4613104007;35-39;33
Mujeres;4613104007;40-44;41
Mujeres;4613104007;45-49;53
Mujeres;4613104007;50-54;58
Mujeres;4613104007;55-59;50
Mujeres;4613104007;60-64;43
Mujeres;4613104007;65-69;31
Mujeres;4613104007;70-74;26
Mujeres;4613104007;75-79;31
Mujeres;4613104007;80-84;14
Mujeres;4613104007;85-89;11
Mujeres;4613104007;90-94;4
Mujeres;4613104007;95-99;2
Mujeres;4613104007;100 y más;0
Mujeres;4613105001;Total;579
Mujeres;4613105001;0-4;19
Mujeres;4613105001;5-9;20
Mujeres;4613105001;10-14;24
Mujeres;4613105001;15-19;30
Mujeres;4613105001;20-24;28
Mujeres;4613105001;25-29;26
Mujeres;4613105001;30-34;30
Mujeres;4613105001;35-39;34
Mujeres;4613105001;40-44;29
Mujeres;4613105001;45-49;37
Mujeres;4613105001;50-54;33
Mujeres;4613105001;55-59;39
Mujeres;4613105001;60-64;45
Mujeres;4613105001;65-69;35
Mujeres;4613105001;70-74;41
Mujeres;4613105001;75-79;31
Mujeres;4613105001;80-84;27
Mujeres;4613105001;85-89;33
Mujeres;4613105001;90-94;13
Mujeres;4613105001;95-99;4
Mujeres;4613105001;100 y más;1
Mujeres;4613105002;Total;569
Mujeres;4613105002;0-4;28
Mujeres;4613105002;5-9;24
Mujeres;4613105002;10-14;34
Mujeres;4613105002;15-19;24
Mujeres;4613105002;20-24;34
Mujeres;4613105002;25-29;30
Mujeres;4613105002;30-34;36
Mujeres;4613105002;35-39;37
Mujeres;4613105002;40-44;48
Mujeres;4613105002;45-49;39
Mujeres;4613105002;50-54;42
Mujeres;4613105002;55-59;55
Mujeres;4613105002;60-64;25
Mujeres;4613105002;65-69;25
Mujeres;4613105002;70-74;32
Mujeres;4613105002;75-79;23
Mujeres;4613105002;80-84;19
Mujeres;4613105002;85-89;8
Mujeres;4613105002;90-94;4
Mujeres;4613105002;95-99;2
Mujeres;4613105002;100 y más;0
Mujeres;4613105003;Total;549
Mujeres;4613105003;0-4;23
Mujeres;4613105003;5-9;23
Mujeres;4613105003;10-14;26
Mujeres;4613105003;15-19;44
Mujeres;4613105003;20-24;23
Mujeres;4613105003;25-29;22
Mujeres;4613105003;30-34;31
Mujeres;4613105003;35-39;40
Mujeres;4613105003;40-44;39
Mujeres;4613105003;45-49;42
Mujeres;4613105003;50-54;45
Mujeres;4613105003;55-59;37
Mujeres;4613105003;60-64;35
Mujeres;4613105003;65-69;19
Mujeres;4613105003;70-74;30
Mujeres;4613105003;75-79;28
Mujeres;4613105003;80-84;21
Mujeres;4613105003;85-89;10
Mujeres;4613105003;90-94;7
Mujeres;4613105003;95-99;3
Mujeres;4613105003;100 y más;1
Mujeres;4613105004;Total;1.209
Mujeres;4613105004;0-4;50
Mujeres;4613105004;5-9;52
Mujeres;4613105004;10-14;62
Mujeres;4613105004;15-19;70
Mujeres;4613105004;20-24;63
Mujeres;4613105004;25-29;63
Mujeres;4613105004;30-34;57
Mujeres;4613105004;35-39;58
Mujeres;4613105004;40-44;92
Mujeres;4613105004;45-49;89
Mujeres;4613105004;50-54;102
Mujeres;4613105004;55-59;90
Mujeres;4613105004;60-64;69
Mujeres;4613105004;65-69;72
Mujeres;4613105004;70-74;63
Mujeres;4613105004;75-79;65
Mujeres;4613105004;80-84;45
Mujeres;4613105004;85-89;35
Mujeres;4613105004;90-94;10
Mujeres;4613105004;95-99;1
Mujeres;4613105004;100 y más;1
Mujeres;4613105005;Total;690
Mujeres;4613105005;0-4;20
Mujeres;4613105005;5-9;22
Mujeres;4613105005;10-14;38
Mujeres;4613105005;15-19;37
Mujeres;4613105005;20-24;33
Mujeres;4613105005;25-29;35
Mujeres;4613105005;30-34;35
Mujeres;4613105005;35-39;33
Mujeres;4613105005;40-44;41
Mujeres;4613105005;45-49;50
Mujeres;4613105005;50-54;49
Mujeres;4613105005;55-59;53
Mujeres;4613105005;60-64;48
Mujeres;4613105005;65-69;33
Mujeres;4613105005;70-74;36
Mujeres;4613105005;75-79;34
Mujeres;4613105005;80-84;26
Mujeres;4613105005;85-89;42
Mujeres;4613105005;90-94;22
Mujeres;4613105005;95-99;2
Mujeres;4613105005;100 y más;1
Mujeres;4613105006;Total;629
Mujeres;4613105006;0-4;15
Mujeres;4613105006;5-9;15
Mujeres;4613105006;10-14;14
Mujeres;4613105006;15-19;33
Mujeres;4613105006;20-24;36
Mujeres;4613105006;25-29;32
Mujeres;4613105006;30-34;31
Mujeres;4613105006;35-39;28
Mujeres;4613105006;40-44;30
Mujeres;4613105006;45-49;38
Mujeres;4613105006;50-54;45
Mujeres;4613105006;55-59;49
Mujeres;4613105006;60-64;49
Mujeres;4613105006;65-69;52
Mujeres;4613105006;70-74;45
Mujeres;4613105006;75-79;50
Mujeres;4613105006;80-84;25
Mujeres;4613105006;85-89;26
Mujeres;4613105006;90-94;11
Mujeres;4613105006;95-99;5
Mujeres;4613105006;100 y más;0
Mujeres;4613105007;Total;657
Mujeres;4613105007;0-4;24
Mujeres;4613105007;5-9;24
Mujeres;4613105007;10-14;44
Mujeres;4613105007;15-19;28
Mujeres;4613105007;20-24;27
Mujeres;4613105007;25-29;35
Mujeres;4613105007;30-34;42
Mujeres;4613105007;35-39;33
Mujeres;4613105007;40-44;44
Mujeres;4613105007;45-49;58
Mujeres;4613105007;50-54;42
Mujeres;4613105007;55-59;52
Mujeres;4613105007;60-64;39
Mujeres;4613105007;65-69;42
Mujeres;4613105007;70-74;34
Mujeres;4613105007;75-79;26
Mujeres;4613105007;80-84;31
Mujeres;4613105007;85-89;17
Mujeres;4613105007;90-94;11
Mujeres;4613105007;95-99;2
Mujeres;4613105007;100 y más;2
Mujeres;4613105008;Total;601
Mujeres;4613105008;0-4;20
Mujeres;4613105008;5-9;25
Mujeres;4613105008;10-14;45
Mujeres;4613105008;15-19;22
Mujeres;4613105008;20-24;23
Mujeres;4613105008;25-29;34
Mujeres;4613105008;30-34;30
Mujeres;4613105008;35-39;45
Mujeres;4613105008;40-44;41
Mujeres;4613105008;45-49;44
Mujeres;4613105008;50-54;37
Mujeres;4613105008;55-59;48
Mujeres;4613105008;60-64;35
Mujeres;4613105008;65-69;34
Mujeres;4613105008;70-74;17
Mujeres;4613105008;75-79;35
Mujeres;4613105008;80-84;29
Mujeres;4613105008;85-89;25
Mujeres;4613105008;90-94;9
Mujeres;4613105008;95-99;2
Mujeres;4613105008;100 y más;1
Mujeres;4613105010;Total;848
Mujeres;4613105010;0-4;28
Mujeres;4613105010;5-9;29
Mujeres;4613105010;10-14;39
Mujeres;4613105010;15-19;41
Mujeres;4613105010;20-24;36
Mujeres;4613105010;25-29;50
Mujeres;4613105010;30-34;51
Mujeres;4613105010;35-39;57
Mujeres;4613105010;40-44;44
Mujeres;4613105010;45-49;44
Mujeres;4613105010;50-54;57
Mujeres;4613105010;55-59;83
Mujeres;4613105010;60-64;71
Mujeres;4613105010;65-69;70
Mujeres;4613105010;70-74;38
Mujeres;4613105010;75-79;44
Mujeres;4613105010;80-84;33
Mujeres;4613105010;85-89;21
Mujeres;4613105010;90-94;11
Mujeres;4613105010;95-99;1
Mujeres;4613105010;100 y más;0
Mujeres;4613106001;Total;907
Mujeres;4613106001;0-4;30
Mujeres;4613106001;5-9;46
Mujeres;4613106001;10-14;56
Mujeres;4613106001;15-19;57
Mujeres;4613106001;20-24;54
Mujeres;4613106001;25-29;38
Mujeres;4613106001;30-34;44
Mujeres;4613106001;35-39;52
Mujeres;4613106001;40-44;79
Mujeres;4613106001;45-49;84
Mujeres;4613106001;50-54;101
Mujeres;4613106001;55-59;64
Mujeres;4613106001;60-64;50
Mujeres;4613106001;65-69;35
Mujeres;4613106001;70-74;22
Mujeres;4613106001;75-79;37
Mujeres;4613106001;80-84;27
Mujeres;4613106001;85-89;22
Mujeres;4613106001;90-94;9
Mujeres;4613106001;95-99;0
Mujeres;4613106001;100 y más;0
Mujeres;4613106002;Total;736
Mujeres;4613106002;0-4;20
Mujeres;4613106002;5-9;36
Mujeres;4613106002;10-14;40
Mujeres;4613106002;15-19;52
Mujeres;4613106002;20-24;45
Mujeres;4613106002;25-29;36
Mujeres;4613106002;30-34;37
Mujeres;4613106002;35-39;37
Mujeres;4613106002;40-44;50
Mujeres;4613106002;45-49;72
Mujeres;4613106002;50-54;73
Mujeres;4613106002;55-59;60
Mujeres;4613106002;60-64;52
Mujeres;4613106002;65-69;25
Mujeres;4613106002;70-74;35
Mujeres;4613106002;75-79;17
Mujeres;4613106002;80-84;25
Mujeres;4613106002;85-89;16
Mujeres;4613106002;90-94;7
Mujeres;4613106002;95-99;1
Mujeres;4613106002;100 y más;0
Mujeres;4613106003;Total;836
Mujeres;4613106003;0-4;35
Mujeres;4613106003;5-9;38
Mujeres;4613106003;10-14;37
Mujeres;4613106003;15-19;50
Mujeres;4613106003;20-24;49
Mujeres;4613106003;25-29;54
Mujeres;4613106003;30-34;41
Mujeres;4613106003;35-39;48
Mujeres;4613106003;40-44;60
Mujeres;4613106003;45-49;74
Mujeres;4613106003;50-54;83
Mujeres;4613106003;55-59;52
Mujeres;4613106003;60-64;49
Mujeres;4613106003;65-69;47
Mujeres;4613106003;70-74;27
Mujeres;4613106003;75-79;39
Mujeres;4613106003;80-84;27
Mujeres;4613106003;85-89;17
Mujeres;4613106003;90-94;8
Mujeres;4613106003;95-99;1
Mujeres;4613106003;100 y más;0
Mujeres;4613106004;Total;1.170
Mujeres;4613106004;0-4;24
Mujeres;4613106004;5-9;34
Mujeres;4613106004;10-14;34
Mujeres;4613106004;15-19;52
Mujeres;4613106004;20-24;92
Mujeres;4613106004;25-29;96
Mujeres;4613106004;30-34;63
Mujeres;4613106004;35-39;46
Mujeres;4613106004;40-44;74
Mujeres;4613106004;45-49;63
Mujeres;4613106004;50-54;108
Mujeres;4613106004;55-59;158
Mujeres;4613106004;60-64;113
Mujeres;4613106004;65-69;73
Mujeres;4613106004;70-74;49
Mujeres;4613106004;75-79;39
Mujeres;4613106004;80-84;20
Mujeres;4613106004;85-89;22
Mujeres;4613106004;90-94;7
Mujeres;4613106004;95-99;2
Mujeres;4613106004;100 y más;1
Mujeres;4613106005;Total;1.286
Mujeres;4613106005;0-4;68
Mujeres;4613106005;5-9;81
Mujeres;4613106005;10-14;98
Mujeres;4613106005;15-19;71
Mujeres;4613106005;20-24;53
Mujeres;4613106005;25-29;70
Mujeres;4613106005;30-34;90
Mujeres;4613106005;35-39;103
Mujeres;4613106005;40-44;152
Mujeres;4613106005;45-49;127
Mujeres;4613106005;50-54;76
Mujeres;4613106005;55-59;88
Mujeres;4613106005;60-64;54
Mujeres;4613106005;65-69;56
Mujeres;4613106005;70-74;33
Mujeres;4613106005;75-79;26
Mujeres;4613106005;80-84;13
Mujeres;4613106005;85-89;14
Mujeres;4613106005;90-94;11
Mujeres;4613106005;95-99;2
Mujeres;4613106005;100 y más;0
Mujeres;4613107001;Total;852
Mujeres;4613107001;0-4;34
Mujeres;4613107001;5-9;39
Mujeres;4613107001;10-14;39
Mujeres;4613107001;15-19;57
Mujeres;4613107001;20-24;70
Mujeres;4613107001;25-29;61
Mujeres;4613107001;30-34;45
Mujeres;4613107001;35-39;41
Mujeres;4613107001;40-44;62
Mujeres;4613107001;45-49;55
Mujeres;4613107001;50-54;68
Mujeres;4613107001;55-59;61
Mujeres;4613107001;60-64;60
Mujeres;4613107001;65-69;44
Mujeres;4613107001;70-74;39
Mujeres;4613107001;75-79;21
Mujeres;4613107001;80-84;25
Mujeres;4613107001;85-89;19
Mujeres;4613107001;90-94;8
Mujeres;4613107001;95-99;2
Mujeres;4613107001;100 y más;2
Mujeres;4613107002;Total;1.028
Mujeres;4613107002;0-4;47
Mujeres;4613107002;5-9;48
Mujeres;4613107002;10-14;53
Mujeres;4613107002;15-19;60
Mujeres;4613107002;20-24;53
Mujeres;4613107002;25-29;51
Mujeres;4613107002;30-34;44
Mujeres;4613107002;35-39;50
Mujeres;4613107002;40-44;72
Mujeres;4613107002;45-49;68
Mujeres;4613107002;50-54;77
Mujeres;4613107002;55-59;78
Mujeres;4613107002;60-64;97
Mujeres;4613107002;65-69;60
Mujeres;4613107002;70-74;47
Mujeres;4613107002;75-79;48
Mujeres;4613107002;80-84;37
Mujeres;4613107002;85-89;30
Mujeres;4613107002;90-94;7
Mujeres;4613107002;95-99;1
Mujeres;4613107002;100 y más;0
Mujeres;4613107003;Total;678
Mujeres;4613107003;0-4;17
Mujeres;4613107003;5-9;29
Mujeres;4613107003;10-14;42
Mujeres;4613107003;15-19;46
Mujeres;4613107003;20-24;28
Mujeres;4613107003;25-29;34
Mujeres;4613107003;30-34;25
Mujeres;4613107003;35-39;43
Mujeres;4613107003;40-44;55
Mujeres;4613107003;45-49;71
Mujeres;4613107003;50-54;71
Mujeres;4613107003;55-59;56
Mujeres;4613107003;60-64;42
Mujeres;4613107003;65-69;28
Mujeres;4613107003;70-74;25
Mujeres;4613107003;75-79;25
Mujeres;4613107003;80-84;18
Mujeres;4613107003;85-89;15
Mujeres;4613107003;90-94;4
Mujeres;4613107003;95-99;4
Mujeres;4613107003;100 y más;0
Mujeres;4613201001;Total;665
Mujeres;4613201001;0-4;21
Mujeres;4613201001;5-9;27
Mujeres;4613201001;10-14;38
Mujeres;4613201001;15-19;20
Mujeres;4613201001;20-24;27
Mujeres;4613201001;25-29;30
Mujeres;4613201001;30-34;45
Mujeres;4613201001;35-39;41
Mujeres;4613201001;40-44;51
Mujeres;4613201001;45-49;33
Mujeres;4613201001;50-54;43
Mujeres;4613201001;55-59;49
Mujeres;4613201001;60-64;68
Mujeres;4613201001;65-69;43
Mujeres;4613201001;70-74;40
Mujeres;4613201001;75-79;30
Mujeres;4613201001;80-84;26
Mujeres;4613201001;85-89;19
Mujeres;4613201001;90-94;10
Mujeres;4613201001;95-99;4
Mujeres;4613201001;100 y más;0
Mujeres;4613201002;Total;709
Mujeres;4613201002;0-4;17
Mujeres;4613201002;5-9;35
Mujeres;4613201002;10-14;44
Mujeres;4613201002;15-19;50
Mujeres;4613201002;20-24;45
Mujeres;4613201002;25-29;45
Mujeres;4613201002;30-34;40
Mujeres;4613201002;35-39;42
Mujeres;4613201002;40-44;63
Mujeres;4613201002;45-49;61
Mujeres;4613201002;50-54;62
Mujeres;4613201002;55-59;50
Mujeres;4613201002;60-64;54
Mujeres;4613201002;65-69;33
Mujeres;4613201002;70-74;14
Mujeres;4613201002;75-79;17
Mujeres;4613201002;80-84;21
Mujeres;4613201002;85-89;9
Mujeres;4613201002;90-94;6
Mujeres;4613201002;95-99;1
Mujeres;4613201002;100 y más;0
Mujeres;4613301001;Total;256
Mujeres;4613301001;0-4;7
Mujeres;4613301001;5-9;8
Mujeres;4613301001;10-14;14
Mujeres;4613301001;15-19;9
Mujeres;4613301001;20-24;8
Mujeres;4613301001;25-29;10
Mujeres;4613301001;30-34;5
Mujeres;4613301001;35-39;11
Mujeres;4613301001;40-44;16
Mujeres;4613301001;45-49;18
Mujeres;4613301001;50-54;18
Mujeres;4613301001;55-59;22
Mujeres;4613301001;60-64;20
Mujeres;4613301001;65-69;20
Mujeres;4613301001;70-74;20
Mujeres;4613301001;75-79;20
Mujeres;4613301001;80-84;18
Mujeres;4613301001;85-89;3
Mujeres;4613301001;90-94;3
Mujeres;4613301001;95-99;6
Mujeres;4613301001;100 y más;0
Mujeres;4613401001;Total;1.299
Mujeres;4613401001;0-4;40
Mujeres;4613401001;5-9;61
Mujeres;4613401001;10-14;88
Mujeres;4613401001;15-19;64
Mujeres;4613401001;20-24;57
Mujeres;4613401001;25-29;56
Mujeres;4613401001;30-34;68
Mujeres;4613401001;35-39;103
Mujeres;4613401001;40-44;117
Mujeres;4613401001;45-49;136
Mujeres;4613401001;50-54;98
Mujeres;4613401001;55-59;112
Mujeres;4613401001;60-64;71
Mujeres;4613401001;65-69;64
Mujeres;4613401001;70-74;55
Mujeres;4613401001;75-79;50
Mujeres;4613401001;80-84;24
Mujeres;4613401001;85-89;19
Mujeres;4613401001;90-94;11
Mujeres;4613401001;95-99;5
Mujeres;4613401001;100 y más;0
Mujeres;4613401002;Total;454
Mujeres;4613401002;0-4;17
Mujeres;4613401002;5-9;34
Mujeres;4613401002;10-14;37
Mujeres;4613401002;15-19;32
Mujeres;4613401002;20-24;15
Mujeres;4613401002;25-29;22
Mujeres;4613401002;30-34;15
Mujeres;4613401002;35-39;34
Mujeres;4613401002;40-44;62
Mujeres;4613401002;45-49;60
Mujeres;4613401002;50-54;38
Mujeres;4613401002;55-59;33
Mujeres;4613401002;60-64;18
Mujeres;4613401002;65-69;15
Mujeres;4613401002;70-74;13
Mujeres;4613401002;75-79;3
Mujeres;4613401002;80-84;3
Mujeres;4613401002;85-89;2
Mujeres;4613401002;90-94;1
Mujeres;4613401002;95-99;0
Mujeres;4613401002;100 y más;0
Mujeres;4613501001;Total;825
Mujeres;4613501001;0-4;24
Mujeres;4613501001;5-9;39
Mujeres;4613501001;10-14;44
Mujeres;4613501001;15-19;44
Mujeres;4613501001;20-24;39
Mujeres;4613501001;25-29;39
Mujeres;4613501001;30-34;49
Mujeres;4613501001;35-39;46
Mujeres;4613501001;40-44;62
Mujeres;4613501001;45-49;68
Mujeres;4613501001;50-54;61
Mujeres;4613501001;55-59;58
Mujeres;4613501001;60-64;42
Mujeres;4613501001;65-69;46
Mujeres;4613501001;70-74;43
Mujeres;4613501001;75-79;45
Mujeres;4613501001;80-84;44
Mujeres;4613501001;85-89;17
Mujeres;4613501001;90-94;12
Mujeres;4613501001;95-99;3
Mujeres;4613501001;100 y más;0
Mujeres;4613502001;Total;961
Mujeres;4613502001;0-4;34
Mujeres;4613502001;5-9;45
Mujeres;4613502001;10-14;46
Mujeres;4613502001;15-19;43
Mujeres;4613502001;20-24;36
Mujeres;4613502001;25-29;59
Mujeres;4613502001;30-34;58
Mujeres;4613502001;35-39;61
Mujeres;4613502001;40-44;77
Mujeres;4613502001;45-49;64
Mujeres;4613502001;50-54;72
Mujeres;4613502001;55-59;71
Mujeres;4613502001;60-64;49
Mujeres;4613502001;65-69;62
Mujeres;4613502001;70-74;59
Mujeres;4613502001;75-79;45
Mujeres;4613502001;80-84;31
Mujeres;4613502001;85-89;30
Mujeres;4613502001;90-94;14
Mujeres;4613502001;95-99;4
Mujeres;4613502001;100 y más;1
Mujeres;4613502002;Total;1.161
Mujeres;4613502002;0-4;37
Mujeres;4613502002;5-9;46
Mujeres;4613502002;10-14;68
Mujeres;4613502002;15-19;70
Mujeres;4613502002;20-24;57
Mujeres;4613502002;25-29;58
Mujeres;4613502002;30-34;61
Mujeres;4613502002;35-39;67
Mujeres;4613502002;40-44;87
Mujeres;4613502002;45-49;87
Mujeres;4613502002;50-54;102
Mujeres;4613502002;55-59;81
Mujeres;4613502002;60-64;77
Mujeres;4613502002;65-69;83
Mujeres;4613502002;70-74;74
Mujeres;4613502002;75-79;44
Mujeres;4613502002;80-84;33
Mujeres;4613502002;85-89;18
Mujeres;4613502002;90-94;9
Mujeres;4613502002;95-99;2
Mujeres;4613502002;100 y más;0
Mujeres;4613503001;Total;1.131
Mujeres;4613503001;0-4;33
Mujeres;4613503001;5-9;47
Mujeres;4613503001;10-14;69
Mujeres;4613503001;15-19;64
